,1,2,3,4,5,6,7,8,9,10,11,12
20061103__star_1,False,False,False,False,False,False,False,False,True,False,False,False
20061103__star_2,False,False,True,False,False,False,False,False,False,False,False,False
20061110__star_1,False,True,False,False,False,False,False,False,False,False,False,False
20061110__star_2,False,False,True,False,False,False,False,False,False,False,False,False
20061117__star_1,False,True,False,False,False,False,False,False,False,False,False,False
20061117__star_2,False,False,False,False,False,True,False,False,False,False,False,False
20061124__star_1,False,False,False,False,True,False,False,False,False,False,False,False
20061124__star_2,True,False,False,False,False,False,False,False,False,False,False,False
20061201__star_1,False,True,False,False,False,False,False,False,False,False,False,False
20061201__star_2,False,False,False,False,True,False,False,False,False,False,False,False
20061208__star_1,True,False,False,False,False,False,False,False,False,False,False,False
20061208__star_2,False,True,False,False,False,False,False,False,False,False,False,False
20061215__star_1,False,False,True,False,False,False,False,False,False,False,False,False
20061215__star_2,False,False,False,False,False,False,True,False,False,False,False,False
20061222__star_1,False,True,False,False,False,False,False,False,False,False,False,False
20061222__star_2,False,False,True,False,False,False,False,False,False,False,False,False
20061229__star_1,False,False,True,False,False,False,False,False,False,False,False,False
20061229__star_2,False,False,False,True,False,False,False,False,False,False,False,False
20070105__star_1,False,False,False,False,False,True,False,False,False,False,False,False
20070105__star_2,False,False,False,False,True,False,False,False,False,False,False,False
20070112__star_1,False,False,True,False,False,False,False,False,False,False,False,False
20070112__star_2,False,False,False,False,True,False,False,False,False,False,False,False
20070119__star_1,False,False,False,True,False,False,False,False,False,False,False,False
20070119__star_2,False,True,False,False,False,False,False,False,False,False,False,False
20070126__star_1,False,False,False,True,False,False,False,False,False,False,False,False
20070126__star_2,False,False,False,False,False,False,False,False,True,False,False,False
20070202__star_1,True,False,False,False,False,False,False,False,False,False,False,False
20070202__star_2,False,False,False,False,False,True,False,False,False,False,False,False
20070209__star_1,False,False,False,False,False,False,False,True,False,False,False,False
20070209__star_2,False,True,False,False,False,False,False,False,False,False,False,False
20070216__star_1,False,False,False,False,False,True,False,False,False,False,False,False
20070216__star_2,False,False,False,False,False,False,False,False,True,False,False,False
20070223__star_1,False,False,False,False,True,False,False,False,False,False,False,False
20070223__star_2,False,True,False,False,False,False,False,False,False,False,False,False
20070302__star_1,False,False,False,False,False,False,False,True,False,False,False,False
20070302__star_2,False,False,False,False,True,False,False,False,False,False,False,False
20070309__star_1,False,False,False,False,False,False,False,False,True,False,False,False
20070309__star_2,False,False,False,False,False,True,False,False,False,False,False,False
20070316__star_1,False,False,False,False,False,False,False,False,True,False,False,False
20070316__star_2,False,False,False,True,False,False,False,False,False,False,False,False
20070323__star_1,False,False,True,False,False,False,False,False,False,False,False,False
20070323__star_2,True,False,False,False,False,False,False,False,False,False,False,False
20070330__star_1,True,False,False,False,False,False,False,False,False,False,False,False
20070330__star_2,False,False,False,False,False,False,False,True,False,False,False,False
20070406__star_1,False,False,False,False,False,True,False,False,False,False,False,False
20070406__star_2,False,False,True,False,False,False,False,False,False,False,False,False
20070413__star_1,False,False,True,False,False,False,False,False,False,False,False,False
20070413__star_2,False,False,False,False,False,False,True,False,False,False,False,False
20070420__star_1,False,False,True,False,False,False,False,False,False,False,False,False
20070420__star_2,False,False,False,False,False,False,True,False,False,False,False,False
20070427__star_1,True,False,False,False,False,False,False,False,False,False,False,False
20070427__star_2,False,True,False,False,False,False,False,False,False,False,False,False
20070504__star_1,True,False,False,False,False,False,False,False,False,False,False,False
20070504__star_2,False,False,False,False,True,False,False,False,False,False,False,False
20070511__star_1,False,False,False,False,False,True,False,False,False,False,False,False
20070511__star_2,False,True,False,False,False,False,False,False,False,False,False,False
20070518__star_1,False,True,False,False,False,False,False,False,False,False,False,False
20070518__star_2,False,False,False,False,False,True,False,False,False,False,False,False
20070525__star_1,False,False,False,False,False,False,False,True,False,False,False,False
20070525__star_2,False,False,False,False,False,False,True,False,False,False,False,False
20070601__star_1,False,False,False,False,False,True,False,False,False,False,False,False
20070601__star_2,False,False,False,False,False,False,False,False,True,False,False,False
20070608__star_1,False,False,False,False,False,False,False,True,False,False,False,False
20070608__star_2,False,True,False,False,False,False,False,False,False,False,False,False
20070615__star_1,False,False,True,False,False,False,False,False,False,False,False,False
20070615__star_2,False,False,False,False,False,False,False,True,False,False,False,False
20070622__star_1,False,False,False,False,True,False,False,False,False,False,False,False
20070622__star_2,False,False,False,False,False,True,False,False,False,False,False,False
20070629__star_1,True,False,False,False,False,False,False,False,False,False,False,False
20070629__star_2,False,False,True,False,False,False,False,False,False,False,False,False
20070706__star_1,False,False,False,False,False,False,False,False,True,False,False,False
20070706__star_2,False,False,False,False,False,False,False,True,False,False,False,False
20070713__star_1,False,False,False,False,False,True,False,False,False,False,False,False
20070713__star_2,False,False,True,False,False,False,False,False,False,False,False,False
20070720__star_1,False,False,False,False,False,False,False,False,True,False,False,False
20070720__star_2,False,False,False,True,False,False,False,False,False,False,False,False
20070727__star_1,False,False,False,False,False,False,False,True,False,False,False,False
20070727__star_2,False,False,False,False,False,False,True,False,False,False,False,False
20070803__star_1,True,False,False,False,False,False,False,False,False,False,False,False
20070803__star_2,False,False,False,False,False,False,False,True,False,False,False,False
20070810__star_1,False,False,False,False,False,True,False,False,False,False,False,False
